x                        Q2                 y       z                  PhT^2              Mult         
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.60 [0.60-0.80)   0.72 [0.68-0.76)   0.0620 +- 0.0039 +- 0.0805
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.60 [0.60-0.80)   0.81 [0.76-0.87)   0.0584 +- 0.0034 +- 0.0787
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.60 [0.60-0.80)   0.94 [0.87-1.00)   0.0420 +- 0.0026 +- 0.0795
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.60 [0.60-0.80)   1.06 [1.00-1.12)   0.0329 +- 0.0024 +- 0.0834
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.60 [0.60-0.80)   1.18 [1.12-1.24)   0.0260 +- 0.0021 +- 0.0865
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.60 [0.60-0.80)   1.31 [1.24-1.38)   0.0241 +- 0.0020 +- 0.0874
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.60 [0.60-0.80)   1.45 [1.38-1.52)   0.0166 +- 0.0015 +- 0.0914
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.60 [0.60-0.80)   1.60 [1.52-1.68)   0.0139 +- 0.0014 +- 0.0952
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.60 [0.60-0.80)   1.77 [1.68-1.85)   0.0096 +- 0.0011 +- 0.1014
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.60 [0.60-0.80)   1.95 [1.85-2.05)   0.0077 +- 0.0010 +- 0.1085
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.60 [0.60-0.80)   2.20 [2.05-2.35)   0.0062 +- 0.0007 +- 0.1043
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.60 [0.60-0.80)   2.50 [2.35-2.65)   0.0037 +- 0.0005 +- 0.1137
0.0260 [0.0200-0.0320)    4.1 [3.0-7.0)   0.534   0.60 [0.60-0.80)   2.83 [2.65-3.00)   0.0028 +- 0.0004 +- 0.1140
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   0.03 [0.02-0.04)   0.3144 +- 0.0134 +- 0.0848
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   0.05 [0.04-0.06)   0.3027 +- 0.0134 +- 0.0863
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   0.07 [0.06-0.08)   0.3083 +- 0.0137 +- 0.0863
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   0.09 [0.08-0.10)   0.2774 +- 0.0126 +- 0.0867
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   0.11 [0.10-0.12)   0.2838 +- 0.0131 +- 0.0865
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   0.13 [0.12-0.14)   0.2492 +- 0.0126 +- 0.0885
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   0.16 [0.14-0.17)   0.2426 +- 0.0099 +- 0.0844
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   0.18 [0.17-0.20)   0.2214 +- 0.0099 +- 0.0851
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   0.21 [0.20-0.23)   0.2065 +- 0.0082 +- 0.0831
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   0.25 [0.23-0.27)   0.1742 +- 0.0070 +- 0.0827
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   0.29 [0.27-0.30)   0.1707 +- 0.0079 +- 0.0833
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   0.32 [0.30-0.35)   0.1546 +- 0.0061 +- 0.0814
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   0.38 [0.35-0.40)   0.1441 +- 0.0059 +- 0.0808
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   0.43 [0.40-0.46)   0.1211 +- 0.0048 +- 0.0799
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   0.49 [0.46-0.52)   0.1092 +- 0.0047 +- 0.0799
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   0.56 [0.52-0.60)   0.0894 +- 0.0036 +- 0.0790
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   0.64 [0.60-0.68)   0.0787 +- 0.0034 +- 0.0791
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   0.72 [0.68-0.76)   0.0654 +- 0.0031 +- 0.0804
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   0.81 [0.76-0.87)   0.0577 +- 0.0026 +- 0.0790
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   0.94 [0.87-1.00)   0.0465 +- 0.0021 +- 0.0787
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   1.06 [1.00-1.12)   0.0354 +- 0.0021 +- 0.0823
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   1.18 [1.12-1.24)   0.0311 +- 0.0019 +- 0.0825
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   1.31 [1.24-1.38)   0.0216 +- 0.0014 +- 0.0833
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   1.45 [1.38-1.52)   0.0177 +- 0.0014 +- 0.0886
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   1.60 [1.52-1.68)   0.0153 +- 0.0013 +- 0.0903
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   1.77 [1.68-1.85)   0.0099 +- 0.0009 +- 0.0947
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   1.95 [1.85-2.05)   0.0089 +- 0.0009 +- 0.0955
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   2.20 [2.05-2.35)   0.0065 +- 0.0006 +- 0.0915
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   2.50 [2.35-2.65)   0.0036 +- 0.0004 +- 0.1020
0.0427 [0.0320-0.0550)    4.5 [3.0-7.0)   0.363   0.60 [0.60-0.80)   2.83 [2.65-3.00)   0.0021 +- 0.0003 +- 0.1128
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   0.03 [0.02-0.04)   0.3800 +- 0.0130 +- 0.0773
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   0.05 [0.04-0.06)   0.3628 +- 0.0124 +- 0.0770
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   0.07 [0.06-0.08)   0.3654 +- 0.0128 +- 0.0778
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   0.09 [0.08-0.10)   0.3571 +- 0.0130 +- 0.0785
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   0.11 [0.10-0.12)   0.3223 +- 0.0120 +- 0.0786
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   0.13 [0.12-0.14)   0.3097 +- 0.0117 +- 0.0785
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   0.16 [0.14-0.17)   0.2903 +- 0.0094 +- 0.0770
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   0.18 [0.17-0.20)   0.2716 +- 0.0099 +- 0.0788
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   0.21 [0.20-0.23)   0.2509 +- 0.0082 +- 0.0773
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   0.25 [0.23-0.27)   0.2310 +- 0.0074 +- 0.0774
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   0.29 [0.27-0.30)   0.2118 +- 0.0080 +- 0.0785
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   0.32 [0.30-0.35)   0.1905 +- 0.0058 +- 0.0770
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   0.38 [0.35-0.40)   0.1659 +- 0.0055 +- 0.0772
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   0.43 [0.40-0.46)   0.1458 +- 0.0047 +- 0.0768
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   0.49 [0.46-0.52)   0.1265 +- 0.0045 +- 0.0774
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   0.56 [0.52-0.60)   0.1107 +- 0.0037 +- 0.0771
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   0.64 [0.60-0.68)   0.0884 +- 0.0032 +- 0.0780
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   0.72 [0.68-0.76)   0.0767 +- 0.0031 +- 0.0792
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   0.81 [0.76-0.87)   0.0639 +- 0.0024 +- 0.0791
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   0.94 [0.87-1.00)   0.0471 +- 0.0019 +- 0.0800
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   1.06 [1.00-1.12)   0.0373 +- 0.0018 +- 0.0825
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   1.18 [1.12-1.24)   0.0299 +- 0.0017 +- 0.0858
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   1.31 [1.24-1.38)   0.0217 +- 0.0013 +- 0.0876
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   1.45 [1.38-1.52)   0.0177 +- 0.0012 +- 0.0907
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   1.60 [1.52-1.68)   0.0115 +- 0.0009 +- 0.0954
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   1.77 [1.68-1.85)   0.0085 +- 0.0007 +- 0.0996
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   1.95 [1.85-2.05)   0.0068 +- 0.0007 +- 0.1047
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   2.20 [2.05-2.35)   0.0044 +- 0.0004 +- 0.1065
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   2.50 [2.35-2.65)   0.0022 +- 0.0003 +- 0.1272
0.0752 [0.0550-0.1000)    4.6 [3.0-7.0)   0.213   0.60 [0.60-0.80)   2.83 [2.65-3.00)   0.0013 +- 0.0002 +- 0.1378
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   0.03 [0.02-0.04)   0.4700 +- 0.0174 +- 0.0690
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   0.05 [0.04-0.06)   0.4380 +- 0.0167 +- 0.0699
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   0.07 [0.06-0.08)   0.4240 +- 0.0165 +- 0.0704
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   0.09 [0.08-0.10)   0.4091 +- 0.0162 +- 0.0711
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   0.11 [0.10-0.12)   0.3899 +- 0.0158 +- 0.0716
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   0.13 [0.12-0.14)   0.3708 +- 0.0152 +- 0.0718
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   0.16 [0.14-0.17)   0.3425 +- 0.0122 +- 0.0708
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   0.18 [0.17-0.20)   0.3200 +- 0.0129 +- 0.0729
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   0.21 [0.20-0.23)   0.2924 +- 0.0107 +- 0.0718
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   0.25 [0.23-0.27)   0.2590 +- 0.0093 +- 0.0725
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   0.29 [0.27-0.30)   0.2396 +- 0.0101 +- 0.0743
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   0.32 [0.30-0.35)   0.2273 +- 0.0078 +- 0.0728
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   0.38 [0.35-0.40)   0.1815 +- 0.0068 +- 0.0742
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   0.43 [0.40-0.46)   0.1624 +- 0.0060 +- 0.0747
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   0.49 [0.46-0.52)   0.1416 +- 0.0057 +- 0.0764
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   0.56 [0.52-0.60)   0.1134 +- 0.0044 +- 0.0770
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   0.64 [0.60-0.68)   0.0954 +- 0.0041 +- 0.0795
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   0.72 [0.68-0.76)   0.0800 +- 0.0036 +- 0.0813
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   0.81 [0.76-0.87)   0.0641 +- 0.0028 +- 0.0825
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   0.94 [0.87-1.00)   0.0478 +- 0.0023 +- 0.0859
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   1.06 [1.00-1.12)   0.0380 +- 0.0022 +- 0.0906
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   1.18 [1.12-1.24)   0.0250 +- 0.0018 +- 0.0973
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   1.31 [1.24-1.38)   0.0212 +- 0.0016 +- 0.1018
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   1.45 [1.38-1.52)   0.0130 +- 0.0013 +- 0.1128
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   1.60 [1.52-1.68)   0.0100 +- 0.0010 +- 0.1223
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   1.77 [1.68-1.85)   0.0056 +- 0.0008 +- 0.1388
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   1.95 [1.85-2.05)   0.0057 +- 0.0010 +- 0.1576
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   2.20 [2.05-2.35)   0.0024 +- 0.0003 +- 0.1505
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   2.50 [2.35-2.65)   0.0011 +- 0.0002 +- 0.2103
0.1326 [0.1000-0.2100)    5.3 [3.0-7.0)   0.137   0.60 [0.60-0.80)   2.83 [2.65-3.00)   0.0003 +- 0.0001 +- 0.3348
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   0.03 [0.02-0.04)   0.2568 +- 0.0173 +- 0.0905
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   0.05 [0.04-0.06)   0.2810 +- 0.0185 +- 0.0891
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   0.07 [0.06-0.08)   0.2830 +- 0.0185 +- 0.0900
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   0.09 [0.08-0.10)   0.2648 +- 0.0182 +- 0.0909
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   0.11 [0.10-0.12)   0.2613 +- 0.0176 +- 0.0890
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   0.13 [0.12-0.14)   0.2854 +- 0.0188 +- 0.0873
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   0.16 [0.14-0.17)   0.2430 +- 0.0137 +- 0.0837
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   0.18 [0.17-0.20)   0.2115 +- 0.0137 +- 0.0862
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   0.21 [0.20-0.23)   0.2021 +- 0.0123 +- 0.0875
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   0.25 [0.23-0.27)   0.1733 +- 0.0092 +- 0.0810
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   0.29 [0.27-0.30)   0.1648 +- 0.0105 +- 0.0839
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   0.32 [0.30-0.35)   0.1387 +- 0.0079 +- 0.0805
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   0.38 [0.35-0.40)   0.1206 +- 0.0069 +- 0.0779
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   0.43 [0.40-0.46)   0.1047 +- 0.0057 +- 0.0753
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   0.49 [0.46-0.52)   0.0898 +- 0.0060 +- 0.0830
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   0.56 [0.52-0.60)   0.0765 +- 0.0044 +- 0.0754
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   0.64 [0.60-0.68)   0.0612 +- 0.0039 +- 0.0765
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   0.72 [0.68-0.76)   0.0535 +- 0.0037 +- 0.0788
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   0.81 [0.76-0.87)   0.0439 +- 0.0029 +- 0.0775
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   0.94 [0.87-1.00)   0.0355 +- 0.0023 +- 0.0762
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   1.06 [1.00-1.12)   0.0253 +- 0.0019 +- 0.0806
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   1.18 [1.12-1.24)   0.0253 +- 0.0021 +- 0.0852
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   1.31 [1.24-1.38)   0.0201 +- 0.0016 +- 0.0844
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   1.45 [1.38-1.52)   0.0159 +- 0.0015 +- 0.0921
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   1.60 [1.52-1.68)   0.0109 +- 0.0012 +- 0.0998
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   1.77 [1.68-1.85)   0.0086 +- 0.0009 +- 0.0980
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   1.95 [1.85-2.05)   0.0069 +- 0.0008 +- 0.1028
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   2.20 [2.05-2.35)   0.0045 +- 0.0007 +- 0.1222
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   2.50 [2.35-2.65)   0.0029 +- 0.0004 +- 0.1223
0.0106 [0.0080-0.0130)    2.1 [1.7-3.0)   0.674   0.60 [0.60-0.80)   2.83 [2.65-3.00)   0.0021 +- 0.0003 +- 0.1318
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   0.03 [0.02-0.04)   0.3477 +- 0.0177 +- 0.0849
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   0.05 [0.04-0.06)   0.3052 +- 0.0172 +- 0.0884
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   0.07 [0.06-0.08)   0.3360 +- 0.0183 +- 0.0861
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   0.09 [0.08-0.10)   0.3060 +- 0.0169 +- 0.0884
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   0.11 [0.10-0.12)   0.3038 +- 0.0169 +- 0.0859
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   0.13 [0.12-0.14)   0.2724 +- 0.0152 +- 0.0865
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   0.16 [0.14-0.17)   0.2462 +- 0.0118 +- 0.0821
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   0.18 [0.17-0.20)   0.2256 +- 0.0131 +- 0.0887
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   0.21 [0.20-0.23)   0.2002 +- 0.0105 +- 0.0853
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   0.25 [0.23-0.27)   0.1656 +- 0.0087 +- 0.0840
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   0.29 [0.27-0.30)   0.1609 +- 0.0095 +- 0.0848
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   0.32 [0.30-0.35)   0.1425 +- 0.0070 +- 0.0790
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   0.38 [0.35-0.40)   0.1363 +- 0.0071 +- 0.0802
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   0.43 [0.40-0.46)   0.1131 +- 0.0055 +- 0.0769
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   0.49 [0.46-0.52)   0.1013 +- 0.0055 +- 0.0775
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   0.56 [0.52-0.60)   0.0900 +- 0.0046 +- 0.0766
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   0.64 [0.60-0.68)   0.0745 +- 0.0039 +- 0.0754
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   0.72 [0.68-0.76)   0.0610 +- 0.0036 +- 0.0772
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   0.81 [0.76-0.87)   0.0481 +- 0.0029 +- 0.0767
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   0.94 [0.87-1.00)   0.0419 +- 0.0024 +- 0.0744
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   1.06 [1.00-1.12)   0.0322 +- 0.0023 +- 0.0794
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   1.18 [1.12-1.24)   0.0259 +- 0.0019 +- 0.0813
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   1.31 [1.24-1.38)   0.0193 +- 0.0016 +- 0.0839
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   1.45 [1.38-1.52)   0.0154 +- 0.0014 +- 0.0877
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   1.60 [1.52-1.68)   0.0125 +- 0.0013 +- 0.0929
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   1.77 [1.68-1.85)   0.0088 +- 0.0010 +- 0.1009
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   1.95 [1.85-2.05)   0.0065 +- 0.0008 +- 0.1045
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   2.20 [2.05-2.35)   0.0049 +- 0.0005 +- 0.0923
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   2.50 [2.35-2.65)   0.0027 +- 0.0003 +- 0.1081
0.0161 [0.0130-0.0200)    2.3 [1.7-3.0)   0.482   0.60 [0.60-0.80)   2.83 [2.65-3.00)   0.0020 +- 0.0003 +- 0.1274
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.60 [0.60-0.80)   0.03 [0.02-0.04)   0.3973 +- 0.0178 +- 0.0827
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.60 [0.60-0.80)   0.05 [0.04-0.06)   0.4063 +- 0.0195 +- 0.0854
0.0254 [0.0200-0.0320)    2.3 [1.7-3.0)   0.309   0.60 [0.60-0.80)   0.07 [0.06-0.08)   0.3812 +- 0.0177 +- 0.0823
